enheterna har aktuella genomförandeplaner för de boende;U28112
invånare 16-24 år som varken arbetar eller studerar, andel (%);N02797
långtidsarbetslöshet 25-64 år, årsmedelvärde, andel (%) av bef.;N03926
valdeltagande i senaste kommunalvalet, andel (%);N05401
barn 1-5 år inskrivna i förskola, andel (%);N11800
självmord, 5-årsm, antal/100 000 inv, 15 år+;N61602
vuxna biståndsmottagare med långvarigt ekonomiskt bistånd region, andel (%);N61700
kvinnor i befolkningen län, andel (%);N62917
invånare, 0-19 år, med låg ekonomisk standard, andel (%);N66077
slutenvårdats till följd av skadehändelse, antal/100 000 inv 0-6 år;N70909
täckningsgrad för gynekologisk cellprovskontroll, andel (%);N79169
hälsopolitiskt åtgärdbar dödlighet enligt eurostat/oecd, antal/ 100 000 invånare;N79191
invånare 16-84 år som röker dagligen, andel (%);U01402
invånare 16-84 år med riskabla alkoholvanor, andel (%);U01404
invånare med bra självskattat hälsotillstånd, andel (%);U01405
invånare med fetma, andel (%);U01411
invånare 16-84 år med avsaknad av tillit till andra, andel (%);U01413
invånare med bra självskattad tandhälsa, andel (%);U01414
incidens av hjärtinfarkter 20-79 år, antal/100 000 inv;U01415
invånare 16-84 år som avstår från att gå ut ensam, andel (%);U01420
invånare 16-84 år som äter frukt och grönt mer än 3 ggr/dag, andel (%);U01423
invånare 16-84 år som är stillasittande mer än 7 timmar per dag, andel (%);U01425
invånare 16-84 år som är fysiskt aktiva minst 150 min/vecka, andel (%);U01429
incidens av hjärtinfarkter, antal/100 000 inv;U01438
invånare 16-84 år som känner sig stressade, andel (%);U01471
invånare 16-84 år som besväras av ängslan, oro och/eller ångest, andel (%);U01472
invånare 16-84 år med gott psykiskt välbefinnande, andel (%);U01473
fallskador bland personer 65+, 3-årsm, antal/100 000 inv;U20462
fallskador bland personer 80+ region, 3-årsm, antal/100 000 inv;U60523
brukarbedömning hemtjänst äldreomsorg - besväras av ensamhet region, andel (%);U60531
kvinnor som röker eller snusar vid graviditetsvecka 8-12, andel (%);U60546
deltagartillfällen i idrottsföreningar region, antal/inv 13-20 år;U60704
klamydiafall i åldern 15-24 år, antal/100 000;U61400
levnadsvanor i befolkningen, index (max = 100);U61901
regelbunden behandling med sömn-/lugnande medel, antal personer/1000 inv;U77407
nettokostnad, revision, tkr;N05015
nettokostnad, revision, promille av total verksamhetskostnad;N05019
revisionsberättelse utan anmärkning eller avstyrkt ansvarsfrihet kommun, (ja=1, nej=0);N05405
ansvarsprövning i kf utan anmärkning och med beviljad ansvarsfrihet för samtliga ledamöter, (ja=1, nej=0);N05406
förtroendevalda revisorer i kommunen, antal;N05701
kostnad fritidshem, kr/inskrivet barn;N13008
inskrivna barn/årsarbetare i fritidshem, antal;N13014
nettokostnadsavvikelse fritidshem inkl. öppen fritidsverksamhet, (%);N13020
kostnad kommunalt fritidshem, kr/inskrivet barn;N13028
bruttokostnad lokaler kommunalt fritidshem, kr/inskrivet barn;N13029
kostnad personal kommunalt fritidshem, kr/inskrivet barn;N13030
kostnad övrigt kommunalt fritidshem, kr/inskrivet barn;N13031
barn 6-12 år inskrivna i fritidshem, andel  (%);N13800
nettokostnadsavvikelse grundskola f-9, (%);N15001
kostnad grundskola f-9, hemkommun, kr/elev;N15027
referenskostnad grundskola f-9, kr/elev;N15058
elever i åk 9 som är behöriga till naturvetenskaps- och teknikprogrammen, hemkommun,  andel (%);N15425
elever i åk 9 som är behöriga till ekonomi-, humanistiska och samhällsvetenskapsprogrammen, hemkommun,  andel (%);N15426
elever i åk 9 som är behöriga till estetiska programmet, hemkommun,  andel (%);N15427
elever i åk 9 som är behöriga till yrkesprogram, hemkommun, andel (%);N15428
elever i åk 3 som klarat alla delar av nationella proven för ämnesprovet i svenska och svenska som andraspråk, hemkommun, andel (%);N15472
elever i åk 3 som klarat alla delar av nationella proven för ämnesprovet i matematik, hemkommun, andel (%);N15473
elever i åk 9, meritvärde, hemkommun, genomsnitt (17 ämnen);N15507
elever i åk 9 som uppnått betygskriterierna i alla ämnen, hemkommun, andel (%);N15508
elever i åk 6 med lägst betyget e i engelska, hemkommun, andel (%);N15544
elever i åk 6 med lägst betyget e i matematik, hemkommun, andel (%);N15545
elever i åk 6 med lägst betyget e i svenska inkl. svenska som andraspråk, hemkommun, andel (%);N15546
elever i förskoleklass, hemkommun, antal;N15828
elever i grundskola åk. 1-9, hemkommun, antal;N15829
elever i grundskola f-9, kommunal skola, hemkommun, andel (%);N15830
elever i grundskola f-9, fristående skola eller annan kommuns skola, hemkommun, andel (%);N15831
elever i grundskola f-9, hemkommun, antal;N15835
nyinvandrade elever, grundskola åk 1-9, hemkommun, andel (%);N15901
nettokostnad grundskola f-9, kr/elev;U15011
kostnad för skolskjuts grundskola åk 1-9, kr/elev;U15015
kostnad för kommunal grundskola åk 1-9, kr/elev;N15008
lärare med pedagogisk högskoleexamen i kommunal grundskola åk 1-9, andel (%);N15031
elever/lärare (heltidstjänst) i kommunal grundskola åk 1-9, lägeskommun, antal;N15034
kostnad kommunal förskoleklass, kr/elev;N15053
elever i åk 9 som uppnått betygskriterierna i alla ämnen, kommunala skolor,  andel (%);N15419
elever i åk 9 som är behöriga till naturvetenskaps- och teknikprogrammen, kommunala skolor,  andel (%);N15433
elever i åk 9 som är behöriga till ekonomi-, humanistiska och samhällsvetenskapsprogrammen, kommunala skolor,  andel (%);N15434
elever i åk 9 som är behöriga till estetiska programmet, kommunala skolor,  andel (%);N15435
elever i åk 9 som är behöriga till yrkesprogram, kommunala skolor,  andel (%);N15436
elever i åk 3 som deltagit i och klarat alla delprov för ämnesprovet i svenska och svenska som andraspråk, kommunala skolor, andel (%);N15452
elever i åk 3 som klarat alla delar av nationella proven för ämnesprovet i matematik, kommunala skolor, andel (%);N15454
elever i åk 6 med lägst betyget e i engelska, kommunala skolor, andel (%);N15482
elever i åk 6 med lägst betyget e i matematik, kommunala skolor, andel (%);N15485
elever i åk 6 med lägst betyget e i svenska, kommunala skolor, andel (%);N15488
elever i åk. 9, meritvärde kommunala skolor, genomsnitt (17 ämnen);N15505
elever i åk 6, betygspoäng i matematik, kommunala skolor, genomsnitt;N15513
elever i åk 6, betygspoäng i svenska, kommunala skolor, genomsnitt;N15514
elever i åk 6, betygspoäng i svenska som andraspråk, kommunala skolor, genomsnitt;N15515
elever i åk 6 med lägst betyget e i svenska som andraspråk, kommunala skolor, andel (%);N15516
elever i åk 9 som uppnått betygskriterierna i alla ämnen (exkl. nyinvandrade och okänd bakgrund), kommunala skolor, andel (%);N15561
elever i åk 9 som är behöriga till yrkesprogram (exkl. nyinvandrade och okänd bakgrund), kommunala skolor, andel (%);N15564
elever i åk 9 meritvärde kommunala skolor (exkl. nyinvandrade och okänd bakgrund), genomsnitt (17 ämnen);N15567
elever i åk 9 som fått ett lägre betyg än provbetyg för ämnesprov i svenska, kommunala skolor, andel (%);N15569
elever i åk 9 som fått ett högre betyg än provbetyg för ämnesprov i svenska, kommunala skolor, andel (%);N15570
elever i åk 9 som fått ett lägre betyg än provbetyg för ämnesprov i matematik, kommunala skolor, andel (%);N15571
elever i åk 9 som fått ett högre betyg än provbetyg för ämnesprov i matematik, kommunala skolor, andel (%);N15572
elever i åk 9 som fått ett lägre betyg än provbetyg för ämnesprov i engelska, kommunala skolor, andel (%);N15573
elever i åk 9 som fått ett högre betyg än provbetyg för ämnesprov i engelska, kommunala skolor, andel (%);N15574
elever i åk 9 som fått ett lägre betyg än provbetyg för ämnesprov i svenska som andraspråk, kommunala skolor, andel (%);N15575
elever i åk 9 som fått ett högre betyg än provbetyg för ämnesprov i svenska som andraspråk, kommunala skolor, andel (%);N15576
elever i åk 5: hur ofta får du den hjälp du behöver under lektionerna? andel som svarat "alltid" eller "ofta", (%);N15601
elever i åk 5: hur ofta får lärarna dig att bli intresserad av skolarbetet? andel som svarat "alltid" eller "ofta", (%);N15602
elever i åk 5: hur ofta är det arbetsro på lektionerna? andel som svarat "alltid" eller "ofta", (%);N15603
elever i åk 5: hur ofta är det så stökigt på lektionerna att du har svårt att koncentrera dig? andel som svarat "aldrig" eller "sällan", (%);N15604
elever i åk 5: hur tycker du att eleverna bemöter varandra i skolan? andel som svarat "mycket bra" eller "ganska bra", (%);N15605
elever i åk 5: hur tycker du att eleverna bemöter vuxna i skolan? andel som svarat "mycket bra" eller "ganska bra", (%);N15606
elever i åk 5: känner du dig trygg i skolan? andel som svarat "helt och hållet" eller "till stor del", (%);N15613
elever i åk 5: känner du att det finns någon vuxen i skolan som bryr sig om hur du mår? andel som svarat "helt och hållet" eller "till stor del", (%);N15615
elever i åk 5: hur mycket tycker du att ni elever får vara med och påverka hur ni ska arbeta på lektionerna? andel som svarat "väldigt mycket" eller "ganska mycket", (%);N15618
elever i åk 5: tycker du att du får den hjälp du behöver från skolan för att klara skolarbetet? andel som svarat "helt och hållet" eller "till stor del", (%);N15623
elever i åk 5: hur nöjd är du med din skola? andel som svarat "helt och hållet" eller "till stor del", (%);N15629
elever i åk 8: hur ofta får du den hjälp du behöver under lektionerna? andel som svarat "alltid" eller "ofta", (%);N15631
elever i åk 8: hur ofta får lärarna dig att bli intresserad av skolarbetet? andel som svarat "alltid" eller "ofta", (%);N15632
elever i åk 8: hur ofta är det arbetsro på lektionerna? andel som svarat "alltid" eller "ofta", (%);N15633
elever i åk 8: hur ofta är det så stökigt på lektionerna att du har svårt att koncentrera dig? andel som svarat "aldrig" eller "sällan", (%);N15634
elever i åk 8: hur tycker du att eleverna bemöter varandra i skolan? andel som svarat "mycket bra" eller "ganska bra", (%);N15635
elever i åk 8: hur tycker du att eleverna bemöter vuxna i skolan? andel som svarat "mycket bra" eller "ganska bra", (%);N15636
elever i åk 8: känner du dig trygg i skolan? andel som svarat "helt och hållet" eller "till stor del", (%);N15643
elever i åk 8: känner du att det finns någon vuxen i skolan som bryr sig om hur du mår? andel som svarat "helt och hållet" eller "till stor del", (%);N15645
elever i åk 8: hur mycket tycker du att ni elever får vara med och påverka hur ni ska arbeta på lektionerna? andel som svarat "väldigt mycket" eller "ganska mycket", (%);N15648
elever i åk 8: tycker du att du får den hjälp du behöver från skolan för att klara skolarbetet? andel som svarat "helt och hållet" eller "till stor del", (%);N15653
elever i åk 8: hur nöjd är du med din skola? andel som svarat "helt och hållet" eller "till stor del", (%);N15659
elever i kommunal grundskola belägen i kommunen åk 1-9, lägeskommun, antal;N15809
elever i fristående grundskola belägen i kommunen åk 1-9, lägeskommun, antal;N15810
lärare (heltidstjänster) med lärarlegitimation och behörighet i minst ett ämne i grundskola åk 1-9, kommunala skolor, andel (%);N15814
elever vars föräldrar har eftergymnasial utbildning, åk 1-9 i kommunal grundskola, lägeskommun, andel (%);N15820
flickor i grundskola åk. 1-9, kommunala skolor, andel (%);N15821
utländsk bakgrund bland elever i åk 1-9, kommunala skolor, andel (%);N15822
nyinvandrade och elever med okänd bakgrund i åk 9, kommunala skolor, andel (%);N15823
nyinvandrade och elever med okänd bakgrund i kommunal grundskola åk. 1-9, andel (%);N15902
elever i åk 9 som uppnått betygskriterierna  i alla ämnen avvikelse från modellberäknat värde kommunala skolor, procentenheter;U15457
elever i åk 9. genomsnittligt meritvärde avvikelse från modellberäknat värde kommunala skolor, meritvärdespoäng;U15459
elever i åk 9 som är behöriga till yrkesprogram avvikelse från modellberäknat värde kommunala skolor, procentenheter;U15461
lärare med pedagogisk högskoleexamen, fristående grundskola åk 1-9, andel (%);N15032
elever/lärare (heltidstjänst), fristående grundskola åk 1-9, lägeskommun, antal;N15035
elever i åk 9 som uppnått betygskriterierna i alla ämnen, fristående skolor,  andel (%);N15420
elever i åk 9 som är behöriga till naturvetenskaps- och teknikprogrammen, fristående skolor,  andel (%);N15429
elever i åk 9 som är behöriga till ekonomi-, humanistiska och samhällsvetenskapsprogrammen, fristående skolor,  andel (%);N15430
elever i åk 9 som är behöriga till estetiska programmet, fristående skolor,  andel (%);N15431
elever i åk 9 som är behöriga till yrkesprogram, fristående skolor,  andel (%);N15432
elever i åk 3 som klarat alla delar av nationella proven för ämnesprovet i svenska och svenska som andraspråk, fristående skolor, andel (%);N15451
elever i åk 3 som klarat alla delar av nationella proven för ämnesprovet i matematik, fristående skolor, andel (%);N15453
elever i åk 6 med lägst betyget e i engelska, fristående grundskola, andel (%);N15481
elever i åk 6 med lägst betyget e i matematik, fristående grundskola, andel (%);N15484
elever i åk 6 med lägst betyget e i svenska, fristående grundskola, andel (%);N15487
elever i åk 9, meritvärde fristående skolor i kommunen, genomsnitt (17 ämnen);N15506
elever i åk 6, betygspoäng i matematik, fristående grundskola, genomsnitt;N15517
elever i åk 6, betygspoäng i svenska, fristående grundskola, genomsnitt;N15518
elever i åk 6, betygspoäng i svenska som andraspråk, fristående grundskola, genomsnitt;N15519
elever i åk 6 med lägst betyget e i svenska som andraspråk, fristående grundskola, andel (%);N15520
elever i åk 9 som uppnått betygskriterierna i alla ämnen (exkl. nyinvandrade och okänd bakgrund), fristående skolor, andel (%);N15562
elever i åk 9 som är behöriga till yrkesprogram (exkl. nyinvandrade och okänd bakgr.), fristående skolor, andel (%);N15565
elever i åk 9, meritvärde fristående skolor i kommunen (exkl. nyinvandrade och okänd bakgrund), genomsnitt (17 ämnen);N15568
lärare (heltidstjänster) med lärarlegitimation och behörighet i minst ett ämne, fristående grundskola åk 1-9, andel (%);N15815
elever vars föräldrar har eftergymnasial utbildning, fristående grundskola åk 1-9, lägeskommun, andel (%);N15824
flickor, fristående grundskola åk 1-9, andel (%);N15825
utländsk bakgrund bland elever, fristående grundskola åk 1-9, andel (%);N15826
nyinvandrade och elever med okänd bakgrund, fristående grundskola åk 1-9, andel (%);N15903
medelvårdtid hälso- och sjukvård, antal dagar;N70832
disponibla vårdplatser slutenvård totalt i länet, antal/1000 inv;N70845
beläggningsgrad för disponibla vårdplatser, andel (%);N72826
operationer - hysterektomi, ålderstandardiserade värden, antal/100 000 kvinnor;N72827
medelvårdtid vid hysterektomi, antal dagar;N72828
operationer - framfall, ålderstandardiserade värden, antal/100 000 kvinnor;N72829
operationer - urininkontinens, ålderstandardiserade värden, antal/100 000 kvinnor;N72830
operationer - skrapning, ålderstandardiserade värden, antal/100 000 kvinnor;N72831
operationer - artroskopi i knäled, ålderstandardiserade värden, antal/100 000 invånare;N72832
operationer - knäprotes, ålderstandardiserade värden, antal/100 000 invånare;N72833
medelvårdtider vid knäprotesoperationer, antal dagar;N72834
operationer - höftprotes, ålderstandardiserade värden, antal/100 000 invånare;N72835
medelvårdtider vid höftprotesoperationer, antal dagar;N72836
vårdtillfällen vid höftfraktur, ålderstandardiserade värden, antal/100 000 invånare;N72837
operationer - planerad pci vid kranskärlsförträngning, ålderstandardiserade värden, antal/100 000 inv;N72848
medelvårdtid vid planerad pci vid kranskärlsförträngning, antal dagar;N72850
operationer - kranskärl, ålderstandardiserade värden, antal/100 000 invånare;N72851
operationer - pacemakerimplantat, ålderstandardiserade värden, antal/100 000 invånare;N72852
operationer - prostataförstoring, antal/100 000 män, ålderstandardiserade värden;N72855
operationer - ljumskbråck, antal/100 000 invånare, ålderstandardiserade värden;N72856
operationer - kolecystektomi, antal/100 000 invånare, ålderstandardiserade värden;N72857
operationer - septumplastik, antal/100 000 invånare, ålderstandardiserade värden;N72858
operationer - tonsillektomi, antal/100 000 invånare, ålderstandardiserade värden;N72859
vårdtillfällen vid schizofreni, ålderstandardiserade värden, antal/100 000 invånare;N74814
kostnad för kommunal gymnasieskola, kr/elev;N17007
gymnasieelever med examen eller studiebevis inom 3 år, kommunala skolor, andel (%);N17444
gymnasieelever med examen inom 3 år, kommunala skolor, andel (%);N17451
gymnasieelever med examen inom 3 år, högskoleförberedande program kommunala skolor, andel (%);N17452
gymnasieelever med examen inom 3 år, yrkesprogram kommunala skolor, andel (%);N17453
gymnasieelever med examen eller studiebevis inom 4 år, kommunala skolor, andel (%);N17459
gymnasieelever med examen inom 4 år, kommunala skolor, andel (%);N17467
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 3 år, kommunala skolor, andel (%);N17479
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 3 år, högskoleförberedande program kommunala skolor, andel (%);N17480
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 3 år, yrkesprogram kommunala skolor, andel (%);N17481
gymnasieelever som gått över till universitet/högskola direkt efter slutförd gymnasieutbildning, kommunala skolor, andel (%);N17505
ungdomar som är etablerade på arbetsmarknaden eller studerar 2 år efter slutförd gymnasieutbildning, kommunala skolor, andel (%);N17511
ungdomar som är etablerade på arbetsmarknaden eller studerar 1 år efter slutförd gymnasieutbildning, kommunala skolor, andel (%);N17526
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 4 år, kommunala skolor, andel (%);N17531
gymnasieelever som övergått från im till nationellt program, kommunala skolor, andel (%);N17624
gymnasieelever i år 2: hur ofta får du den hjälp du behöver under lektionerna? andel som har svarat "alltid" eller "ofta", andel (%);N17661
gymnasieelever i år 2: hur ofta får lärarna dig att bli intresserad av skolarbetet? andel som har svarat "alltid" eller "ofta", andel (%);N17662
gymnasieelever i år 2: hur ofta är det arbetsro på lektionerna? andel som har svarat "alltid" eller "ofta", andel (%);N17663
gymnasieelever i år 2: hur tycker du att eleverna bemöter varandra i skolan? andel som har svarat "mycket bra" eller "ganska bra", andel (%);N17665
gymnasieelever i år 2: hur tycker du att eleverna bemöter vuxna i skolan? andel som har svarat "mycket bra" eller "ganska bra", andel (%);N17666
gymnasieelever i år 2: känner du dig trygg i skolan? andel som har svarat "helt och hållet" eller "till stor del", (%);N17673
gymnasieelever i år 2: känner du att det finns någon vuxen i skolan som bryr sig om hur du mår? andel som har svarat "helt och hållet" eller "till stor del", (%);N17675
gymnasieelever i år 2: hur mycket tycker du att ni elever får vara med och påverka hur ni ska arbeta på lektionerna? andel som har svarat "väldigt mycket" eller "ganska mycket", (%);N17678
gymnasieelever i år 2: tycker du att du får den hjälp du behöver från skolan för att klara skolarbetet? andel som har svarat "helt och hållet" eller "till stor del", (%);N17683
gymnasieelever i år 2: hur nöjd är du med din skola? andel som har svarat "helt och hållet" eller "till stor del", (%);N17689
genomsnittlig betygspoäng, gymnasieelever med examen, kommunala skolor;N17691
lärare med pedagogisk högskoleexamen i kommunal gymnasieskola, andel (%);N17814
elever/lärare (heltidstjänst) i kommunal gymnasieskola, antal.;N17817
elever i kommunal gymnasieskola i kommunen, antal;N17820
lärare (årsarbetare) med lärarlegitimation och behörighet i minst ett ämne i gymnasieskola, kommunala skolor, andel (%);N17826
elever vars föräldrar har eftergymnasial utbildning, kommunal gymnasieskola, andel (%);N17831
kvinnor i gymnasieskola, elever i kommunal gymnasieskola, andel (%);N17832
utländsk bakgrund bland elever, kommunal gymnasieskola, andel (%);N17833
gymnasieelever på högskoleförberedande program i kommunal gymnasieskola, andel (%);N17837
gymnasieelever på yrkesprogram i kommunal gymnasieskola, andel (%);N17839
gymnasieelever på introduktionsprogram i kommunal gymnasieskola, andel (%);N17841
nyinvandrade och elever med okänd bakgrund i kommunal gymnasieskola, andel (%);N17902
genomsnittlig betygspoäng, gymnasieelever med examen, kommunala skolor, avvikelse från modellberäknat värde;U17446
gymnasieelever med examen inom 3 år, kommunala skolor, andel (%), avvikelse från modellberäknat värde;U17448
gymnasieelever med examen inom 4 år, kommunala skolor, andel (%), avvikelse från modellberäknat värde;U17449
kommunen bedriver kommunal gymnasieskola, (ja=1, nej=0);U17802
kommunen ingår i gymnasieförbund, (ja=1, nej=0);U17808
gymnasieelever med examen eller studiebevis inom 3 år, fristående skolor, andel (%);N17443
gymnasieelever med examen inom 3 år, fristående skolor, andel (%);N17454
gymnasieelever med examen eller studiebevis inom 4 år, fristående skolor, andel (%);N17460
gymnasieelever med examen inom 4 år, fristående skolor, andel (%);N17470
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 3 år, fristående skolor, andel (%);N17482
ungdomar som är etablerade på arbetsmarknaden eller studerar 1 år efter slutförd gymnasieutbildning, fristående skolor, andel (%);N17527
gymnasieelever som uppnått grundläggande behörighet till universitet och högskola inom 4 år, fristående skolor, andel (%);N17535
ungdomar som är etablerade på arbetsmarknaden eller studerar 2 år efter slutförd gymnasieutbildning, fristående skolor, andel (%);N17616
genomsnittlig betygspoäng, gymnasieelever med examen, fristående skolor;N17690
lärare med pedagogisk högskoleexamen i fristående gymnasieskola, andel (%);N17815
elever/lärare (heltidstjänst) i fristående gymnasieskola, antal;N17818
elever i fristående gymnasieskola i kommunen, antal;N17821
lärare (årsarbetare) med lärarlegitimation och behörighet i minst ett ämne i gymnasieskola, fristående skolor, andel (%);N17827
elever vars föräldrar har eftergymnasial utbildning, fristående gymnasieskola, andel (%);N17834
kvinnor i gymnasieskola, elever i fristående gymnasieskola, andel (%);N17835
utländsk bakgrund bland elever, fristående gymnasieskola, andel (%);N17836
gymnasieelever på högskoleförberedande program i fristående gymnasieskola, andel (%);N17838
gymnasieelever på yrkesprogram i fristående gymnasieskola, andel (%);N17840
gymnasieelever på introduktionsprogram i fristående gymnasieskola, andel (%);N17842
